noise_level,seed,strategy,grade,precision,recall,f1,support
0.25,7,fedavg,2,0.4175824175824176,0.3838383838383838,0.4,99
0.25,7,fedavg,3,0.4823529411764706,0.40594059405940597,0.44086021505376344,101
0.25,7,fedavg,4,0.49382716049382713,0.4,0.4419889502762431,100
0.25,7,fedavg,5,0.5981308411214953,0.6464646464646465,0.6213592233009708,99
0.25,7,fedavg,high_grade_4_5,0.7393617021276596,0.6984924623115578,0.7183462532299741,199
0.25,42,cross_site_blend_50,0,0.54,0.801980198019802,0.6454183266932271,101
0.25,42,cross_site_blend_50,1,0.3230769230769231,0.21212121212121213,0.25609756097560976,99
0.25,42,cross_site_blend_50,2,0.47058823529411764,0.48484848484848486,0.47761194029850745,99
0.25,42,cross_site_blend_50,3,0.5555555555555556,0.3,0.38961038961038963,100
0.25,42,cross_site_blend_50,4,0.4942528735632184,0.42574257425742573,0.4574468085106383,101
0.25,42,cross_site_blend_50,5,0.5244755244755245,0.7425742574257426,0.6147540983606558,101
0.25,42,cross_site_blend_50,high_grade_4_5,0.6739130434782609,0.7673267326732673,0.7175925925925926,202
0.25,42,cross_site_blend_75,0,0.5294117647058824,0.801980198019802,0.6377952755905512,101
0.25,42,cross_site_blend_75,1,0.359375,0.23232323232323232,0.2822085889570552,99
0.25,42,cross_site_blend_75,2,0.45918367346938777,0.45454545454545453,0.45685279187817257,99
0.25,42,cross_site_blend_75,3,0.532258064516129,0.33,0.4074074074074074,100
0.25,42,cross_site_blend_75,4,0.49382716049382713,0.39603960396039606,0.43956043956043955,101
0.25,42,cross_site_blend_75,5,0.5244755244755245,0.7425742574257426,0.6147540983606558,101
0.25,42,cross_site_blend_75,high_grade_4_5,0.6696428571428571,0.7425742574257426,0.704225352112676,202
0.25,42,cross_site_full,0,0.5424836601307189,0.8217821782178217,0.6535433070866141,101
0.25,42,cross_site_full,1,0.36363636363636365,0.24242424242424243,0.2909090909090909,99
0.25,42,cross_site_full,2,0.4470588235294118,0.3838383838383838,0.41304347826086957,99
0.25,42,cross_site_full,3,0.4533333333333333,0.34,0.38857142857142857,100
0.25,42,cross_site_full,4,0.46987951807228917,0.38613861386138615,0.42391304347826086,101
0.25,42,cross_site_full,5,0.5179856115107914,0.7128712871287128,0.6,101
0.25,42,cross_site_full,high_grade_4_5,0.6621621621621622,0.7277227722772277,0.6933962264150944,202
0.25,42,fedavg,0,0.538961038961039,0.8217821782178217,0.6509803921568628,101
0.25,42,fedavg,1,0.3770491803278688,0.23232323232323232,0.2875,99
0.25,42,fedavg,2,0.5142857142857142,0.36363636363636365,0.4260355029585799,99
0.25,42,fedavg,3,0.43902439024390244,0.36,0.3956043956043956,100
0.25,42,fedavg,4,0.44047619047619047,0.36633663366336633,0.4,101
0.25,42,fedavg,5,0.5133333333333333,0.7623762376237624,0.6135458167330677,101
0.25,42,fedavg,high_grade_4_5,0.6581196581196581,0.7623762376237624,0.7064220183486238,202
0.25,99,cross_site_blend_50,0,0.48366013071895425,0.74,0.5849802371541502,100
0.25,99,cross_site_blend_50,1,0.34285714285714286,0.24,0.2823529411764706,100
0.25,99,cross_site_blend_50,2,0.42028985507246375,0.29,0.3431952662721893,100
0.25,99,cross_site_blend_50,3,0.30434782608695654,0.3465346534653465,0.32407407407407407,101
0.25,99,cross_site_blend_50,4,0.2857142857142857,0.25742574257425743,0.2708333333333333,101
0.25,99,cross_site_blend_50,5,0.5242718446601942,0.5454545454545454,0.5346534653465347,99
0.25,99,cross_site_blend_50,high_grade_4_5,0.634020618556701,0.615,0.6243654822335025,200
0.25,99,cross_site_blend_75,0,0.48026315789473684,0.73,0.5793650793650794,100
0.25,99,cross_site_blend_75,1,0.3287671232876712,0.24,0.2774566473988439,100
0.25,99,cross_site_blend_75,2,0.41025641025641024,0.32,0.3595505617977528,100
0.25,99,cross_site_blend_75,3,0.3333333333333333,0.36633663366336633,0.3490566037735849,101
0.25,99,cross_site_blend_75,4,0.28735632183908044,0.24752475247524752,0.26595744680851063,101
0.25,99,cross_site_blend_75,5,0.53,0.5353535353535354,0.5326633165829145,99
0.25,99,cross_site_blend_75,high_grade_4_5,0.6417112299465241,0.6,0.6201550387596899,200
0.25,99,cross_site_full,0,0.48,0.72,0.576,100
0.25,99,cross_site_full,1,0.34177215189873417,0.27,0.3016759776536313,100
0.25,99,cross_site_full,2,0.3875,0.31,0.34444444444444444,100
0.25,99,cross_site_full,3,0.30275229357798167,0.32673267326732675,0.3142857142857143,101
0.25,99,cross_site_full,4,0.2857142857142857,0.21782178217821782,0.24719101123595505,101
0.25,99,cross_site_full,5,0.5188679245283019,0.5555555555555556,0.5365853658536586,99
0.25,99,cross_site_full,high_grade_4_5,0.644808743169399,0.59,0.6161879895561357,200
0.25,99,fedavg,0,0.4791666666666667,0.69,0.5655737704918032,100
0.25,99,fedavg,1,0.3972602739726027,0.29,0.3352601156069364,100
0.25,99,fedavg,2,0.40625,0.26,0.3170731707317073,100
0.25,99,fedavg,3,0.29411764705882354,0.3465346534653465,0.3181818181818182,101
