noise_level,seed,strategy,site_id,qwk,accuracy,macro_f1,support
0.35,123,cross_site_full,3,0.6271959844855122,0.4605263157894737,0.4550454534637443,76
0.35,123,cross_site_full,4,0.6401818028785456,0.48,0.470148386708489,75
0.35,123,fedavg,0,0.6334684423856398,0.44074074074074077,0.4283216598978466,270
0.35,123,fedavg,1,0.7200674536256324,0.4777777777777778,0.45177347592208267,90
0.35,123,fedavg,2,0.6215722120658136,0.4111111111111111,0.40885382695051864,90
0.35,123,fedavg,3,0.6675221651889873,0.47368421052631576,0.46521458967485957,76
0.35,123,fedavg,4,0.6447466829173707,0.44,0.42864801864801866,75
0.35,2025,cross_site_blend_50,0,0.5837711617046117,0.4148148148148148,0.40091176415806845,270
0.35,2025,cross_site_blend_50,1,0.4479371316306484,0.36666666666666664,0.3582571495215174,90
0.35,2025,cross_site_blend_50,2,0.6452173913043479,0.45555555555555555,0.4430949167791273,90
0.35,2025,cross_site_blend_50,3,0.6511111111111111,0.4605263157894737,0.4559924616446356,76
0.35,2025,cross_site_blend_50,4,0.759825327510917,0.52,0.4879788670111251,75
0.35,2025,cross_site_blend_75,0,0.5493863237872589,0.3962962962962963,0.3829198227176598,270
0.35,2025,cross_site_blend_75,1,0.4246575342465754,0.37777777777777777,0.3699086354258769,90
0.35,2025,cross_site_blend_75,2,0.6234676007005255,0.45555555555555555,0.4400195325760769,90
0.35,2025,cross_site_blend_75,3,0.6288888888888889,0.4342105263157895,0.4289305755972423,76
0.35,2025,cross_site_blend_75,4,0.7709467534192006,0.5066666666666667,0.47942323128081643,75
0.35,2025,cross_site_full,0,0.578368999421631,0.4,0.3818484148931871,270
0.35,2025,cross_site_full,1,0.3761996161228408,0.36666666666666664,0.3627551335699278,90
0.35,2025,cross_site_full,2,0.6164623467600701,0.4666666666666667,0.4489537018550738,90
0.35,2025,cross_site_full,3,0.6431718061674009,0.4473684210526316,0.4298402081010777,76
0.35,2025,cross_site_full,4,0.7859922178988327,0.5333333333333333,0.49833460656990064,75
0.35,2025,fedavg,0,0.5850379894798363,0.4222222222222222,0.40476368949197505,270
0.35,2025,fedavg,1,0.46213592233009704,0.3888888888888889,0.38771270048151774,90
0.35,2025,fedavg,2,0.6429809358752165,0.4666666666666667,0.4584426561408659,90
0.35,2025,fedavg,3,0.5701357466063348,0.42105263157894735,0.418012543012543,76
0.35,2025,fedavg,4,0.7757082896117524,0.52,0.5002037178507767,75
0.45,7,cross_site_blend_50,0,0.6279349789283564,0.4148148148148148,0.398356176502989,270
0.45,7,cross_site_blend_50,1,0.7113594040968343,0.5333333333333333,0.516478978978979,90
0.45,7,cross_site_blend_50,2,0.7564766839378239,0.5444444444444444,0.5171415739785193,90
0.45,7,cross_site_blend_50,3,0.636738143023133,0.5263157894736842,0.5112146307798481,76
0.45,7,cross_site_blend_50,4,0.743421052631579,0.5066666666666667,0.4612176172739107,75
0.45,7,cross_site_blend_75,0,0.626874625074985,0.4148148148148148,0.3974874032582992,270
0.45,7,cross_site_blend_75,1,0.6953271028037382,0.5222222222222223,0.5033419306403178,90
0.45,7,cross_site_blend_75,2,0.7096774193548387,0.5,0.46619365040417676,90
0.45,7,cross_site_blend_75,3,0.6299095263437999,0.5394736842105263,0.5226708074534161,76
